CountyCode,Precinct,Castle / Bradley+Sum(CanVotes),Clinton / Kaine+Sum(CanVotes),De La Fuente / Steinberg+Sum(CanVotes),Johnson / Weld+Sum(CanVotes),OverVotes+Sum(CanVotes),Stein / Baraka+Sum(CanVotes),Trump / Pence+Sum(CanVotes),UnderVotes+Sum(CanVotes),WriteinVotes+Sum(CanVotes),WriteInVotes+Sum(CanVotes),CardsCast,VotesCast,Clinton%,Rep%
MAN,307,0,233,1,16,0,6,380,7,8,,651,644,0.3618,0.5901
MAN,309,3,713,1,25,0,9,990,21,13,,1775,1754,0.4065,0.5644
MAN,311,4,1385,4,106,0,16,2525,34,53,,4127,4093,0.3384,0.6169
MAN,313,2,908,2,56,3,12,1660,19,32,,2694,2672,0.3398,0.6213
MAN,315,3,1206,2,80,2,26,1702,17,30,,3068,3049,0.3955,0.5582
MAN,317,6,1080,3,97,0,27,2095,28,39,,3375,3347,0.3227,0.6259
MAN,321,2,227,0,9,2,0,240,10,4,,494,482,0.4710,0.4979
MAN,323,5,1386,1,106,1,31,1999,28,28,,3585,3556,0.3898,0.5621
MAN,325,8,997,4,56,1,16,1569,26,39,,2716,2689,0.3708,0.5835
MAN,327,11,1325,8,113,2,26,2231,32,48,,3796,3762,0.3522,0.5930
MAN,329,7,1699,1,83,1,24,1641,21,35,,3512,3490,0.4868,0.4702
MAN,331,3,778,1,44,5,17,980,25,23,,1876,1846,0.4215,0.5309
MAN,333,11,1609,1,102,4,37,2613,40,41,,4458,4414,0.3645,0.5920
MAN,401,3,1086,4,60,4,23,997,10,18,,2205,2191,0.4957,0.4550
MAN,403,9,1298,2,61,5,27,1353,20,30,,2805,2780,0.4669,0.4867
MAN,405,0,210,0,10,0,1,373,6,7,,607,601,0.3494,0.6206
MAN,407,1,336,1,15,1,6,467,4,7,,838,833,0.4034,0.5606
MAN,409,7,897,1,48,3,20,1471,16,19,,2482,2463,0.3642,0.5972
MAN,411,2,1089,4,61,12,26,1061,16,16,,2287,2259,0.4821,0.4697
MAN,413,6,1162,5,57,2,27,1486,16,22,,2783,2765,0.4203,0.5374
MAN,415,9,1856,4,105,7,28,1427,15,15,,3466,3444,0.5389,0.4143
MAN,417,5,1649,4,106,4,26,2501,23,46,,4364,4337,0.3802,0.5767
MAN,419,7,1685,1,74,4,23,1726,34,34,,3588,3550,0.4746,0.4862
MAN,421,4,686,3,60,1,25,1023,7,15,,1824,1816,0.3778,0.5633
MAN,501,12,1993,4,162,5,42,3224,34,48,,5524,5485,0.3634,0.5878
MAN,503,2,1433,4,87,1,16,2172,27,44,,3786,3758,0.3813,0.5780
MAN,505,2,1885,1,69,2,17,2256,39,43,,4314,4273,0.4411,0.5280
MAN,507,6,1551,2,86,2,18,1640,22,35,,3362,3338,0.4646,0.4913
MAN,509,8,838,1,66,0,11,1890,14,30,,2858,2844,0.2947,0.6646
MAN,511,0,1175,4,66,0,12,1988,31,36,,3312,3281,0.3581,0.6059
MAN,513,0,1110,0,54,1,6,1268,29,25,,2493,2463,0.4507,0.5148
MAN,515,11,1355,3,75,0,22,2249,26,55,,3796,3770,0.3594,0.5966
MAN,517,2,2042,3,92,0,28,2893,38,74,,5172,5134,0.3977,0.5635
MAN,519,16,2618,5,155,1,39,3898,66,78,,6876,6809,0.3845,0.5725
MAN,521,2,1051,0,63,2,3,1857,32,44,,3054,3020,0.3480,0.6149
MAN,523,5,558,2,58,0,12,1723,12,30,,2400,2388,0.2337,0.7215
MAN,525,1,76,0,8,0,2,418,3,1,,509,506,0.1502,0.8261
MAN,527,6,273,0,28,0,9,1145,10,8,,1479,1469,0.1858,0.7794
MON,1,2,503,1,23,2,6,407,6,14,,964,956,0.5262,0.4257
MON,2,1,764,0,40,1,10,557,14,16,,1403,1388,0.5504,0.4013
MON,3,0,671,1,19,0,11,400,12,20,,1134,1122,0.5980,0.3565
MON,4,1,644,2,8,1,17,129,10,7,,819,808,0.7970,0.1597
MON,5,1,1370,0,105,0,32,915,18,49,,2490,2472,0.5542,0.3701
MON,6,0,816,1,33,0,19,308,8,21,,1206,1198,0.6811,0.2571
MON,7,2,518,1,29,1,8,318,5,13,,895,889,0.5827,0.3577
MON,8,0,870,0,33,2,18,409,15,15,,1362,1345,0.6468,0.3041
MON,9,1,817,1,36,2,15,568,14,11,,1465,1449,0.5638,0.3920
MON,10,1,846,2,33,2,17,444,9,17,,1371,1360,0.6221,0.3265
MON,11,1,1075,1,51,7,18,904,20,26,,2103,2076,0.5178,0.4355
MON,12,2,633,1,52,0,10,782,16,8,,1504,1488,0.4254,0.5255
MON,13,0,623,1,30,0,18,654,12,11,,1349,1337,0.4660,0.4892
MON,14,1,449,1,20,0,11,823,8,17,,1330,1322,0.3396,0.6225
MON,15,2,594,0,56,0,14,1154,5,21,,1846,1841,0.3227,0.6268
MON,16,2,532,2,46,1,11,877,9,12,,1492,1482,0.3590,0.5918
MON,17,2,496,1,37,0,15,663,12,13,,1239,1227,0.4042,0.5403
MON,18,0,370,1,28,1,12,463,1,7,,883,881,0.4200,0.5255
MON,19,0,535,1,47,0,15,885,11,17,,1511,1500,0.3567,0.5900
MON,20,1,315,0,22,1,5,589,9,4,,946,936,0.3365,0.6293
MON,21,2,302,0,21,1,11,558,8,9,,912,903,0.3344,0.6179
MON,22,0,169,0,9,0,5,431,8,5,,627,619,0.2730,0.6963
MON,23,0,356,4,22,0,11,634,9,15,,1051,1042,0.3417,0.6084
MON,24,3,395,2,37,0,7,856,8,23,,1331,1323,0.2986,0.6470
MON,25,1,457,0,34,0,8,815,14,15,,1344,1330,0.3436,0.6128
MON,26,1,536,0,39,0,9,1069,13,15,,1682,1669,0.3212,0.6405
MON,27,0,436,0,36,0,9,686,3,9,,1179,1176,0.3707,0.5833
MON,28,0,472,1,29,0,8,709,11,18,,1248,1237,0.3816,0.5732
MON,29,5,702,4,44,3,19,1074,18,20,,1889,1868,0.3758,0.5749
MON,30,3,462,2,30,4,11,565,7,10,,1094,1083,0.4266,0.5217
MON,31,1,384,0,26,0,9,606,5,9,,1040,1035,0.3710,0.5855
MON,32,5,575,1,36,1,8,910,11,13,,1560,1548,0.3714,0.5879
MON,33,0,284,1,20,1,1,742,18,19,,1086,1067,0.2662,0.6954
MRN,1,1,271,4,21,1,9,476,10,8,,801,790,0.3430,0.6025
MRN,10,1,715,0,4,1,4,120,1,6,,852,850,0.8412,0.1412
MRN,11,1,443,0,12,0,9,195,1,8,,669,668,0.6632,0.2919
MRN,12,1,564,3,53,0,21,998,12,12,,1664,1652,0.3414,0.6041
MRN,13,0,117,0,4,1,0,215,1,4,,342,340,0.3441,0.6324
MRN,14,2,725,0,64,1,11,1774,24,27,,2628,2603,0.2785,0.6815
MRN,15,2,525,1,35,2,6,1089,11,14,,1685,1672,0.3140,0.6513
MRN,1500,0,85,0,4,0,0,292,1,2,,384,383,0.2219,0.7624
MRN,1510,5,152,2,16,0,9,529,3,8,,724,721,0.2108,0.7337
MRN,1520,1,275,0,28,0,3,876,3,6,,1192,1189,0.2313,0.7368
MRN,1530,3,273,0,28,1,9,1030,8,6,,1358,1349,0.2024,0.7635
MRN,1540,8,255,1,27,2,7,1085,8,5,,1398,1388,0.1837,0.7817
